"PUPIL","ACT","OBSERVED","ORDERED","EXPECTATION","VARIANCE","ZSCORE","RESIDUAL","PERSON MEASURE","ITEM MEASURE","MEASURE DIFFERENCE","LOG(PROBABILITY)","PREDICTED PERSON MEASURE","PREDICTED ITEM MEASURE","MORE PROBABLE RESPONSE","CODE","PERSON LABEL","ITEM LABEL"
18,6,2,2,1.658,.257,.675,.342,2.032,.164,1.869,-.395,2.433,-.237,2,"02","ERNST, RICHARD MAX","LOOK UP STRANGE ANIMAL OR PLANT"
18,7,1,1,1.450,.377,-.734,-.450,2.032,.994,1.038,-.866,.994,2.032,2,"01","ERNST, RICHARD MAX","WATCH ANIMAL MOVE"
18,8,0,0,1.155,.392,-1.845,-1.155,2.032,1.641,.392,-2.037,-.641,4.314,1,"00","ERNST, RICHARD MAX","LOOK IN SIDEWALK CRACKS"
18,9,2,2,1.628,.309,.668,.372,2.032,.600,1.433,-.406,2.492,.140,2,"02","ERNST, RICHARD MAX","LEARN WEED NAMES"
18,10,2,2,1.940,.057,.249,.060,2.032,-1.570,3.602,-.061,.473,-.011,2,"02","ERNST, RICHARD MAX","LISTEN TO BIRD SING"
18,11,2,2,1.883,.105,.360,.117,2.032,-1.372,3.404,-.123,1.135,-.475,2,"02","ERNST, RICHARD MAX","FIND WHERE ANIMAL LIVES"
18,12,2,2,1.960,.039,.205,.040,2.032,-1.139,3.172,-.041,-.041,.934,2,"02","ERNST, RICHARD MAX","GO TO MUSEUM"
18,13,2,2,1.961,.043,.188,.039,2.032,-.896,2.928,-.037,.437,.699,2,"02","ERNST, RICHARD MAX","GROW GARDEN"
18,14,2,2,1.641,.271,.689,.359,2.032,.294,1.739,-.413,2.489,-.163,2,"02","ERNST, RICHARD MAX","LOOK AT PICTURES OF PLANTS"
18,15,2,2,1.851,.136,.403,.149,2.032,-.559,2.591,-.155,1.448,.025,2,"02","ERNST, RICHARD MAX","READ ANIMAL STORIES"
18,16,1,1,1.533,.298,-.977,-.533,2.032,.468,1.564,-.872,.468,2.032,2,"01","ERNST, RICHARD MAX","MAKE A MAP"
18,17,2,2,1.726,.227,.575,.274,2.032,.045,1.987,-.301,2.142,-.064,2,"02","ERNST, RICHARD MAX","WATCH WHAT ANIMALS EAT"
18,18,2,2,1.992,.008,.087,.008,2.032,-2.256,4.288,-.008,-.979,.755,2,"02","ERNST, RICHARD MAX","GO ON PICNIC"
18,19,2,2,1.980,.020,.140,.020,2.032,-2.161,4.193,-.020,-.502,.374,2,"02","ERNST, RICHARD MAX","GO TO ZOO"
18,20,1,1,1.127,.439,-.191,-.127,2.032,1.747,.286,-.607,1.747,2.032,1,"01","ERNST, RICHARD MAX","WATCH BUGS"
18,21,2,2,1.907,.091,.310,.093,2.032,-.804,2.836,-.095,.997,.231,2,"02","ERNST, RICHARD MAX","WATCH BIRD MAKE NEST"
18,22,2,2,1.756,.210,.532,.244,2.032,-.009,2.042,-.263,2.003,.020,2,"02","ERNST, RICHARD MAX","FIND OUT WHAT ANIMALS EAT"
18,23,0,0,1.047,.552,-1.409,-1.047,2.032,1.947,.086,-1.372,.154,3.825,1,"00","ERNST, RICHARD MAX","WATCH A RAT"
18,24,2,2,1.848,.144,.399,.152,2.032,-.320,2.353,-.155,1.496,.215,2,"02","ERNST, RICHARD MAX","FIND OUT WHAT FLOWERS LIVE ON"
18,25,2,2,1.645,.283,.668,.355,2.032,.421,1.611,-.398,2.457,-.003,2,"02","ERNST, RICHARD MAX","TALK W/FRIENDS ABOUT PLANTS"
19,1,2,2,1.468,.286,.994,.532,.737,-.892,1.629,-.720,1.879,-2.033,1,"02","FONTANILLA, HAMES","WATCH BIRDS"
19,2,2,2,1.658,.320,.604,.342,.737,-.611,1.348,-.348,1.065,-.938,2,"02","FONTANILLA, HAMES","READ BOOKS ON ANIMALS"
19,3,2,2,1.179,.386,1.322,.821,.737,.279,.459,-1.209,2.577,-1.561,1,"02","FONTANILLA, HAMES","READ BOOKS ON PLANTS"
19,4,1,1,.632,.332,.639,.368,.737,1.802,-1.065,-.630,1.802,.737,1,"01","FONTANILLA, HAMES","WATCH GRASS CHANGE"
19,5,0,0,.350,.303,-.636,-.350,.737,2.189,-1.451,-.375,.357,2.569,0,"00","FONTANILLA, HAMES","FIND BOTTLES AND CANS"
19,6,1,1,1.228,.388,-.366,-.228,.737,.164,.574,-.579,.164,.737,1,"01","FONTANILLA, HAMES","LOOK UP STRANGE ANIMAL OR PLANT"
19,7,1,1,.881,.458,.175,.119,.737,.994,-.257,-.639,.994,.737,1,"01","FONTANILLA, HAMES","WATCH ANIMAL MOVE"
19,8,0,0,.650,.365,-1.077,-.650,.737,1.641,-.904,-.872,-.641,3.019,1,"00","FONTANILLA, HAMES","LOOK IN SIDEWALK CRACKS"
19,9,0,0,1.071,.515,-1.492,-1.071,.737,.600,.138,-1.493,-1.293,2.629,1,"00","FONTANILLA, HAMES","LEARN WEED NAMES"
19,10,2,2,1.801,.175,.475,.199,.737,-1.570,2.307,-.212,.473,-1.306,2,"02","FONTANILLA, HAMES","LISTEN TO BIRD SING"
19,11,2,2,1.662,.243,.684,.338,.737,-1.372,2.109,-.397,1.135,-1.770,2,"02","FONTANILLA, HAMES","FIND WHERE ANIMAL LIVES"
19,12,2,2,1.867,.115,.391,.133,.737,-1.139,1.876,-.142,-.041,-.361,2,"02","FONTANILLA, HAMES","GO TO MUSEUM"
19,13,2,2,1.826,.209,.381,.174,.737,-.896,1.633,-.153,.437,-.596,2,"02","FONTANILLA, HAMES","GROW GARDEN"
19,14,2,2,1.186,.411,1.269,.814,.737,.294,.444,-1.152,2.489,-1.458,1,"02","FONTANILLA, HAMES","LOOK AT PICTURES OF PLANTS"
19,15,1,1,1.555,.337,-.956,-.555,.737,-.559,1.296,-1.034,-.559,.737,2,"01","FONTANILLA, HAMES","READ ANIMAL STORIES"
19,16,1,1,1.096,.357,-.161,-.096,.737,.468,.269,-.457,.468,.737,1,"01","FONTANILLA, HAMES","MAKE A MAP"
19,17,1,1,1.304,.415,-.472,-.304,.737,.045,.692,-.708,.045,.737,1,"01","FONTANILLA, HAMES","WATCH WHAT ANIMALS EAT"
19,18,2,2,1.969,.035,.167,.031,.737,-2.256,2.993,-.029,-.979,-.540,2,"02","FONTANILLA, HAMES","GO ON PICNIC"
19,19,2,2,1.927,.073,.269,.073,.737,-2.161,2.898,-.072,-.502,-.921,2,"02","FONTANILLA, HAMES","GO TO ZOO"
19,20,0,0,.575,.374,-.940,-.575,.737,1.747,-1.009,-.714,-.373,2.857,0,"00","FONTANILLA, HAMES","WATCH BUGS"
19,21,2,2,1.684,.282,.596,.316,.737,-.804,1.541,-.333,.997,-1.064,2,"02","FONTANILLA, HAMES","WATCH BIRD MAKE NEST"
19,22,0,0,1.343,.424,-2.062,-1.343,.737,-.009,.747,-2.308,-2.022,2.750,1,"00","FONTANILLA, HAMES","FIND OUT WHAT ANIMALS EAT"
19,23,0,0,.420,.357,-.703,-.420,.737,1.947,-1.209,-.451,.154,2.530,0,"00","FONTANILLA, HAMES","WATCH A RAT"
19,24,2,2,1.517,.391,.772,.483,.737,-.320,1.058,-.531,1.496,-1.080,2,"02","FONTANILLA, HAMES","FIND OUT WHAT FLOWERS LIVE ON"
19,25,2,2,1.148,.461,1.255,.852,.737,.421,.316,-1.154,2.457,-1.298,1,"02","FONTANILLA, HAMES","TALK W/FRIENDS ABOUT PLANTS"
20,1,1,1,1.260,.292,-.482,-.260,.025,-.892,.917,-.445,-.892,.025,1,"01","ANGUIANO, ROB","WATCH BIRDS"
20,2,1,1,1.361,.512,-.505,-.361,.025,-.611,.636,-1.030,-.611,.025,2,"01","ANGUIANO, ROB","READ BOOKS ON ANIMALS"
20,3,0,0,.900,.391,-1.440,-.900,.025,.279,-.254,-1.385,-2.020,2.323,1,"00","ANGUIANO, ROB","READ BOOKS ON PLANTS"
20,4,0,0,.413,.277,-.784,-.413,.025,1.802,-1.777,-.503,-.656,2.483,0,"00","ANGUIANO, ROB","WATCH GRASS CHANGE"
20,5,0,0,.184,.172,-.444,-.184,.025,2.189,-2.164,-.190,.357,1.857,0,"00","ANGUIANO, ROB","FIND BOTTLES AND CANS"
20,6,1,1,.944,.401,.088,.056,.025,.164,-.139,-.517,.164,.025,1,"01","ANGUIANO, ROB","LOOK UP STRANGE ANIMAL OR PLANT"
20,7,0,0,.576,.387,-.926,-.576,.025,.994,-.969,-.703,-1.063,2.081,0,"00","ANGUIANO, ROB","WATCH ANIMAL MOVE"
20,8,0,0,.415,.291,-.769,-.415,.025,1.641,-1.616,-.495,-.641,2.307,0,"00","ANGUIANO, ROB","LOOK IN SIDEWALK CRACKS"
20,9,0,0,.711,.474,-1.033,-.711,.025,.600,-.575,-.860,-1.293,1.917,1,"00","ANGUIANO, ROB","LEARN WEED NAMES"
20,10,2,2,1.638,.286,.676,.362,.025,-1.570,1.595,-.407,.473,-2.018,2,"02","ANGUIANO, ROB","LISTEN TO BIRD SING"
20,11,1,1,1.464,.309,-.834,-.464,.025,-1.372,1.397,-.742,-1.372,.025,2,"01","ANGUIANO, ROB","FIND WHERE ANIMAL LIVES"
20,12,2,2,1.762,.181,.559,.238,.025,-1.139,1.164,-.272,-.041,-1.074,2,"02","ANGUIANO, ROB","GO TO MUSEUM"
20,13,2,2,1.594,.465,.596,.406,.025,-.896,.921,-.349,.437,-1.308,2,"02","ANGUIANO, ROB","GROW GARDEN"
20,14,2,2,.887,.418,1.721,1.113,.025,.294,-.269,-1.839,2.489,-2.170,1,"02","ANGUIANO, ROB","LOOK AT PICTURES OF PLANTS"
20,15,1,1,1.273,.446,-.410,-.273,.025,-.559,.584,-.735,-.559,.025,1,"01","ANGUIANO, ROB","READ ANIMAL STORIES"
20,16,2,2,.842,.355,1.943,1.158,.025,.468,-.443,-2.198,2.899,-2.405,1,"02","ANGUIANO, ROB","MAKE A MAP"
20,17,1,1,.991,.452,.014,.009,.025,.045,-.020,-.601,.045,.025,1,"01","ANGUIANO, ROB","WATCH WHAT ANIMALS EAT"
20,18,2,2,1.928,.086,.245,.072,.025,-2.256,2.281,-.064,-.979,-1.253,2,"02","ANGUIANO, ROB","GO ON PICNIC"
20,19,2,2,1.852,.148,.386,.148,.025,-2.161,2.185,-.148,-.502,-1.633,2,"02","ANGUIANO, ROB","GO TO ZOO"
20,20,0,0,.345,.269,-.665,-.345,.025,1.747,-1.722,-.391,-.373,2.144,0,"00","ANGUIANO, ROB","WATCH BUGS"
20,21,2,2,1.425,.445,.862,.575,.025,-.804,.829,-.644,.997,-1.776,2,"02","ANGUIANO, ROB","WATCH BIRD MAKE NEST"
20,22,0,0,1.016,.478,-1.470,-1.016,.025,-.009,.034,-1.466,-2.022,2.038,1,"00","ANGUIANO, ROB","FIND OUT WHAT ANIMALS EAT"
20,23,0,0,.222,.207,-.488,-.222,.025,1.947,-1.922,-.229,.154,1.817,0,"00","ANGUIANO, ROB","WATCH A RAT"
20,24,2,2,1.186,.525,1.124,.814,.025,-.320,.345,-.988,1.496,-1.792,1,"02","ANGUIANO, ROB","FIND OUT WHAT FLOWERS LIVE ON"
20,25,2,2,.815,.456,1.755,1.185,.025,.421,-.397,-1.880,2.457,-2.011,1,"02","ANGUIANO, ROB","TALK W/FRIENDS ABOUT PLANTS"
21,1,1,1,1.328,.294,-.605,-.328,.256,-.892,1.148,-.513,-.892,.256,1,"01","EISEN, NORM L.","WATCH BIRDS"
21,2,1,1,1.473,.452,-.703,-.473,.256,-.611,.867,-1.126,-.611,.256,2,"01","EISEN, NORM L.","READ BOOKS ON ANIMALS"
21,3,1,1,.991,.393,.014,.009,.256,.279,-.023,-.500,.279,.256,1,"01","EISEN, NORM L.","READ BOOKS ON PLANTS"
21,4,1,1,.479,.299,.952,.521,.256,1.802,-1.546,-.845,1.802,.256,0,"01","EISEN, NORM L.","WATCH GRASS CHANGE"
21,5,0,0,.228,.209,-.499,-.228,.256,2.189,-1.933,-.238,.357,2.088,0,"00","EISEN, NORM L.","FIND BOTTLES AND CANS"
21,6,1,1,1.037,.401,-.059,-.037,.256,.164,.093,-.515,.164,.256,1,"01","EISEN, NORM L.","LOOK UP STRANGE ANIMAL OR PLANT"
21,7,1,1,.669,.417,.512,.331,.256,.994,-.738,-.748,.994,.256,1,"01","EISEN, NORM L.","WATCH ANIMAL MOVE"
21,8,1,1,.485,.319,.912,.515,.256,1.641,-1.385,-.876,1.641,.256,0,"01","EISEN, NORM L.","LOOK IN SIDEWALK CRACKS"
21,9,1,1,.824,.502,.249,.176,.256,.600,-.343,-.761,.600,.256,1,"01","EISEN, NORM L.","LEARN WEED NAMES"
21,10,2,2,1.700,.247,.603,.300,.256,-1.570,1.826,-.330,.473,-1.787,2,"02","EISEN, NORM L.","LISTEN TO BIRD SING"
21,11,1,1,1.533,.292,-.987,-.533,.256,-1.372,1.628,-.857,-1.372,.256,2,"01","EISEN, NORM L.","FIND WHERE ANIMAL LIVES"
21,12,2,2,1.801,.159,.498,.199,.256,-1.139,1.395,-.221,-.041,-.843,2,"02","EISEN, NORM L.","GO TO MUSEUM"
21,13,2,2,1.690,.367,.512,.310,.256,-.896,1.152,-.266,.437,-1.077,2,"02","EISEN, NORM L.","GROW GARDEN"
21,14,1,1,.984,.422,.024,.016,.256,.294,-.037,-.549,.294,.256,1,"01","EISEN, NORM L.","LOOK AT PICTURES OF PLANTS"
21,15,1,1,1.373,.416,-.579,-.373,.256,-.559,.815,-.810,-.559,.256,2,"01","EISEN, NORM L.","READ ANIMAL STORIES"
21,16,1,1,.924,.358,.127,.076,.256,.468,-.212,-.452,.468,.256,1,"01","EISEN, NORM L.","MAKE A MAP"
21,17,1,1,1.095,.448,-.142,-.095,.256,.045,.211,-.611,.045,.256,1,"01","EISEN, NORM L.","WATCH WHAT ANIMALS EAT"
21,18,2,2,1.945,.064,.216,.055,.256,-2.256,2.512,-.050,-.979,-1.021,2,"02","EISEN, NORM L.","GO ON PICNIC"
21,19,2,2,1.882,.118,.343,.118,.256,-2.161,2.417,-.117,-.502,-1.402,2,"02","EISEN, NORM L.","GO TO ZOO"
21,20,0,0,.411,.305,-.745,-.411,.256,1.747,-1.491,-.478,-.373,2.376,0,"00","EISEN, NORM L.","WATCH BUGS"
21,21,2,2,1.522,.392,.764,.478,.256,-.804,1.060,-.522,.997,-1.545,2,"02","EISEN, NORM L.","WATCH BIRD MAKE NEST"
21,22,1,1,1.126,.471,-.184,-.126,.256,-.009,.265,-.667,-.009,.256,1,"01","EISEN, NORM L.","FIND OUT WHAT ANIMALS EAT"
21,23,0,0,.274,.250,-.549,-.274,.256,1.947,-1.691,-.286,.154,2.049,0,"00","EISEN, NORM L.","WATCH A RAT"
21,24,1,1,1.303,.491,-.433,-.303,.256,-.320,.577,-.876,-.320,.256,2,"01","EISEN, NORM L.","FIND OUT WHAT FLOWERS LIVE ON"
21,25,1,1,.922,.468,.114,.078,.256,.421,-.165,-.643,.421,.256,1,"01","EISEN, NORM L.","TALK W/FRIENDS ABOUT PLANTS"
22,1,1,1,1.576,.265,-1.118,-.576,1.125,-.892,2.016,-.907,-.892,1.125,2,"01","HOGAN, KATHLEEN","WATCH BIRDS"
22,2,2,2,1.764,.229,.493,.236,1.125,-.611,1.735,-.237,1.065,-.551,2,"02","HOGAN, KATHLEEN","READ BOOKS ON ANIMALS"
22,3,1,1,1.325,.366,-.537,-.325,1.125,.279,.846,-.639,.279,1.125,1,"01","HOGAN, KATHLEEN","READ BOOKS ON PLANTS"
22,4,1,1,.763,.345,.403,.237,1.125,1.802,-.677,-.513,1.802,1.125,1,"01","HOGAN, KATHLEEN","WATCH GRASS CHANGE"
22,5,1,1,.484,.389,.827,.516,1.125,2.189,-1.064,-1.064,2.189,1.125,0,"01","HOGAN, KATHLEEN","FIND BOTTLES AND CANS"
22,6,1,1,1.373,.362,-.620,-.373,1.125,.164,.961,-.695,.164,1.125,1,"01","HOGAN, KATHLEEN","LOOK UP STRANGE ANIMAL OR PLANT"
22,7,1,1,1.061,.463,-.089,-.061,1.125,.994,.131,-.628,.994,1.125,1,"01","HOGAN, KATHLEEN","WATCH ANIMAL MOVE"
22,8,1,1,.796,.387,.327,.204,1.125,1.641,-.516,-.560,1.641,1.125,1,"01","HOGAN, KATHLEEN","LOOK IN SIDEWALK CRACKS"
22,9,1,1,1.265,.481,-.383,-.265,1.125,.600,.525,-.801,.600,1.125,1,"01","HOGAN, KATHLEEN","LEARN WEED NAMES"
22,10,2,2,1.860,.129,.391,.140,1.125,-1.570,2.694,-.147,.473,-.919,2,"02","HOGAN, KATHLEEN","LISTEN TO BIRD SING"
22,11,2,2,1.748,.199,.565,.252,1.125,-1.372,2.497,-.284,1.135,-1.382,2,"02","HOGAN, KATHLEEN","FIND WHERE ANIMAL LIVES"
22,12,2,2,1.906,.085,.322,.094,1.125,-1.139,2.264,-.099,-.041,.026,2,"02","HOGAN, KATHLEEN","GO TO MUSEUM"
22,13,2,2,1.890,.130,.305,.110,1.125,-.896,2.021,-.099,.437,-.209,2,"02","HOGAN, KATHLEEN","GROW GARDEN"
22,14,1,1,1.340,.384,-.549,-.340,1.125,.294,.831,-.693,.294,1.125,1,"01","HOGAN, KATHLEEN","LOOK AT PICTURES OF PLANTS"
22,15,2,2,1.672,.268,.633,.328,1.125,-.559,1.684,-.362,1.448,-.882,2,"02","HOGAN, KATHLEEN","READ ANIMAL STORIES"
22,16,1,1,1.234,.351,-.394,-.234,1.125,.468,.656,-.521,.468,1.125,1,"01","HOGAN, KATHLEEN","MAKE A MAP"
22,17,1,1,1.456,.367,-.752,-.456,1.125,.045,1.079,-.856,.045,1.125,2,"01","HOGAN, KATHLEEN","WATCH WHAT ANIMALS EAT"
22,18,2,2,1.980,.022,.137,.020,1.125,-2.256,3.381,-.020,-.979,-.153,2,"02","HOGAN, KATHLEEN","GO ON PICNIC"
22,19,2,2,1.951,.049,.221,.049,1.125,-2.161,3.285,-.049,-.502,-.534,2,"02","HOGAN, KATHLEEN","GO TO ZOO"
22,20,1,1,.729,.417,.419,.271,1.125,1.747,-.622,-.674,1.747,1.125,1,"01","HOGAN, KATHLEEN","WATCH BUGS"
22,21,2,2,1.778,.206,.489,.222,1.125,-.804,1.929,-.230,.997,-.677,2,"02","HOGAN, KATHLEEN","WATCH BIRD MAKE NEST"
22,22,1,1,1.496,.365,-.822,-.496,1.125,-.009,1.134,-.944,-.009,1.125,2,"01","HOGAN, KATHLEEN","FIND OUT WHAT ANIMALS EAT"
22,23,1,1,.576,.447,.634,.424,1.125,1.947,-.822,-.987,1.947,1.125,0,"01","HOGAN, KATHLEEN","WATCH A RAT"
22,24,2,2,1.651,.304,.632,.349,1.125,-.320,1.445,-.371,1.496,-.692,2,"02","HOGAN, KATHLEEN","FIND OUT WHAT FLOWERS LIVE ON"
22,25,1,1,1.320,.426,-.491,-.320,1.125,.421,.703,-.751,.421,1.125,1,"01","HOGAN, KATHLEEN","TALK W/FRIENDS ABOUT PLANTS"
23,1,2,2,1.747,.195,.573,.253,1.862,-.892,2.754,-.288,1.879,-.908,2,"02","VROOM, JEFF","WATCH BIRDS"
23,2,2,2,1.886,.114,.338,.114,1.862,-.611,2.473,-.114,1.065,.187,2,"02","VROOM, JEFF","READ BOOKS ON ANIMALS"
23,3,1,1,1.572,.295,-1.052,-.572,1.862,.279,1.584,-.973,.279,1.862,2,"01","VROOM, JEFF","READ BOOKS ON PLANTS"
23,4,1,1,1.021,.351,-.036,-.021,1.862,1.802,.060,-.433,1.802,1.862,1,"01","VROOM, JEFF","WATCH GRASS CHANGE"
23,5,1,1,.826,.522,.241,.174,1.862,2.189,-.326,-.804,2.189,1.862,1,"01","VROOM, JEFF","FIND BOTTLES AND CANS"
23,6,1,1,1.612,.280,-1.157,-.612,1.862,.164,1.699,-1.062,.164,1.862,2,"01","VROOM, JEFF","LOOK UP STRANGE ANIMAL OR PLANT"
23,7,2,2,1.384,.401,.973,.616,1.862,.994,.868,-.763,3.050,-.194,2,"02","VROOM, JEFF","WATCH ANIMAL MOVE"
23,8,1,1,1.088,.396,-.140,-.088,1.862,1.641,.221,-.517,1.641,1.862,1,"01","VROOM, JEFF","LOOK IN SIDEWALK CRACKS"
23,9,1,1,1.573,.344,-.976,-.573,1.862,.600,1.263,-1.116,.600,1.862,2,"01","VROOM, JEFF","LEARN WEED NAMES"
23,10,2,2,1.930,.067,.271,.070,1.862,-1.570,3.432,-.072,.473,-.181,2,"02","VROOM, JEFF","LISTEN TO BIRD SING"
23,11,2,2,1.864,.120,.392,.136,1.862,-1.372,3.234,-.144,1.135,-.645,2,"02","VROOM, JEFF","FIND WHERE ANIMAL LIVES"
23,12,2,2,1.953,.045,.223,.047,1.862,-1.139,3.001,-.049,-.041,.764,2,"02","VROOM, JEFF","GO TO MUSEUM"
23,13,2,2,1.953,.053,.205,.047,1.862,-.896,2.758,-.044,.437,.529,2,"02","VROOM, JEFF","GROW GARDEN"
23,14,1,1,1.593,.295,-1.092,-.593,1.862,.294,1.569,-1.041,.294,1.862,2,"01","VROOM, JEFF","LOOK AT PICTURES OF PLANTS"
23,15,2,2,1.827,.157,.438,.173,1.862,-.559,2.421,-.183,1.448,-.145,2,"02","VROOM, JEFF","READ ANIMAL STORIES"
23,16,1,1,1.481,.313,-.860,-.481,1.862,.468,1.394,-.786,.468,1.862,2,"01","VROOM, JEFF","MAKE A MAP"
23,17,2,2,1.685,.253,.626,.315,1.862,.045,1.817,-.351,2.142,-.234,2,"02","VROOM, JEFF","WATCH WHAT ANIMALS EAT"
23,18,2,2,1.991,.010,.094,.009,1.862,-2.256,4.118,-.009,-.979,.585,2,"02","VROOM, JEFF","GO ON PICNIC"
23,19,2,2,1.977,.024,.153,.023,1.862,-2.161,4.023,-.023,-.502,.204,2,"02","VROOM, JEFF","GO TO ZOO"
23,20,1,1,1.051,.444,-.077,-.051,1.862,1.747,.116,-.592,1.747,1.862,1,"01","VROOM, JEFF","WATCH BUGS"
23,21,2,2,1.890,.107,.337,.110,1.862,-.804,2.666,-.112,.997,.061,2,"02","VROOM, JEFF","WATCH BIRD MAKE NEST"
23,22,2,2,1.718,.237,.579,.282,1.862,-.009,1.871,-.307,2.003,-.151,2,"02","VROOM, JEFF","FIND OUT WHAT ANIMALS EAT"
23,23,1,1,.953,.552,.063,.047,1.862,1.947,-.084,-.809,1.947,1.862,1,"01","VROOM, JEFF","WATCH A RAT"
23,24,2,2,1.822,.168,.435,.178,1.862,-.320,2.183,-.183,1.496,.045,2,"02","VROOM, JEFF","FIND OUT WHAT FLOWERS LIVE ON"
23,25,2,2,1.594,.312,.727,.406,1.862,.421,1.441,-.463,2.457,-.173,2,"02","VROOM, JEFF","TALK W/FRIENDS ABOUT PLANTS"
24,1,1,1,1.468,.286,-.875,-.468,.737,-.892,1.629,-.705,-.892,.737,1,"01","TOZER, AMY ELIZABETH","WATCH BIRDS"
24,2,2,2,1.658,.320,.604,.342,.737,-.611,1.348,-.348,1.065,-.938,2,"02","TOZER, AMY ELIZABETH","READ BOOKS ON ANIMALS"
24,3,2,2,1.179,.386,1.322,.821,.737,.279,.459,-1.209,2.577,-1.561,1,"02","TOZER, AMY ELIZABETH","READ BOOKS ON PLANTS"
24,4,1,1,.632,.332,.639,.368,.737,1.802,-1.065,-.630,1.802,.737,1,"01","TOZER, AMY ELIZABETH","WATCH GRASS CHANGE"
24,5,0,0,.350,.303,-.636,-.350,.737,2.189,-1.451,-.375,.357,2.569,0,"00","TOZER, AMY ELIZABETH","FIND BOTTLES AND CANS"
24,6,1,1,1.228,.388,-.366,-.228,.737,.164,.574,-.579,.164,.737,1,"01","TOZER, AMY ELIZABETH","LOOK UP STRANGE ANIMAL OR PLANT"
24,7,2,2,.881,.458,1.652,1.119,.737,.994,-.257,-1.732,3.050,-1.319,1,"02","TOZER, AMY ELIZABETH","WATCH ANIMAL MOVE"
24,8,1,1,.650,.365,.579,.350,.737,1.641,-.904,-.667,1.641,.737,1,"01","TOZER, AMY ELIZABETH","LOOK IN SIDEWALK CRACKS"
24,9,0,0,1.071,.515,-1.492,-1.071,.737,.600,.138,-1.493,-1.293,2.629,1,"00","TOZER, AMY ELIZABETH","LEARN WEED NAMES"
24,10,2,2,1.801,.175,.475,.199,.737,-1.570,2.307,-.212,.473,-1.306,2,"02","TOZER, AMY ELIZABETH","LISTEN TO BIRD SING"
24,11,2,2,1.662,.243,.684,.338,.737,-1.372,2.109,-.397,1.135,-1.770,2,"02","TOZER, AMY ELIZABETH","FIND WHERE ANIMAL LIVES"
24,12,2,2,1.867,.115,.391,.133,.737,-1.139,1.876,-.142,-.041,-.361,2,"02","TOZER, AMY ELIZABETH","GO TO MUSEUM"
24,13,2,2,1.826,.209,.381,.174,.737,-.896,1.633,-.153,.437,-.596,2,"02","TOZER, AMY ELIZABETH","GROW GARDEN"
24,14,1,1,1.186,.411,-.290,-.186,.737,.294,.444,-.590,.294,.737,1,"01","TOZER, AMY ELIZABETH","LOOK AT PICTURES OF PLANTS"
24,15,1,1,1.555,.337,-.956,-.555,.737,-.559,1.296,-1.034,-.559,.737,2,"01","TOZER, AMY ELIZABETH","READ ANIMAL STORIES"
24,16,0,0,1.096,.357,-1.834,-1.096,.737,.468,.269,-2.001,-1.962,3.168,1,"00","TOZER, AMY ELIZABETH","MAKE A MAP"
24,17,1,1,1.304,.415,-.472,-.304,.737,.045,.692,-.708,.045,.737,1,"01","TOZER, AMY ELIZABETH","WATCH WHAT ANIMALS EAT"
24,18,2,2,1.969,.035,.167,.031,.737,-2.256,2.993,-.029,-.979,-.540,2,"02","TOZER, AMY ELIZABETH","GO ON PICNIC"
24,19,2,2,1.927,.073,.269,.073,.737,-2.161,2.898,-.072,-.502,-.921,2,"02","TOZER, AMY ELIZABETH","GO TO ZOO"
24,20,0,0,.575,.374,-.940,-.575,.737,1.747,-1.009,-.714,-.373,2.857,0,"00","TOZER, AMY ELIZABETH","WATCH BUGS"
24,21,2,2,1.684,.282,.596,.316,.737,-.804,1.541,-.333,.997,-1.064,2,"02","TOZER, AMY ELIZABETH","WATCH BIRD MAKE NEST"
24,22,1,1,1.343,.424,-.527,-.343,.737,-.009,.747,-.781,-.009,.737,1,"01","TOZER, AMY ELIZABETH","FIND OUT WHAT ANIMALS EAT"
24,23,0,0,.420,.357,-.703,-.420,.737,1.947,-1.209,-.451,.154,2.530,0,"00","TOZER, AMY ELIZABETH","WATCH A RAT"
24,24,2,2,1.517,.391,.772,.483,.737,-.320,1.058,-.531,1.496,-1.080,2,"02","TOZER, AMY ELIZABETH","FIND OUT WHAT FLOWERS LIVE ON"
24,25,2,2,1.148,.461,1.255,.852,.737,.421,.316,-1.154,2.457,-1.298,1,"02","TOZER, AMY ELIZABETH","TALK W/FRIENDS ABOUT PLANTS"
25,1,2,2,1.809,.158,.481,.191,2.214,-.892,3.106,-.210,1.879,-.556,2,"02","SEILER, KAREN","WATCH BIRDS"
25,2,2,2,1.920,.080,.283,.080,2.214,-.611,2.825,-.080,1.065,.539,2,"02","SEILER, KAREN","READ BOOKS ON ANIMALS"
25,3,2,2,1.668,.250,.664,.332,2.214,.279,1.936,-.383,2.577,-.084,2,"02","SEILER, KAREN","READ BOOKS ON PLANTS"
25,4,1,1,1.145,.349,-.245,-.145,2.214,1.802,.412,-.462,1.802,2.214,1,"01","SEILER, KAREN","WATCH GRASS CHANGE"
25,5,1,1,1.014,.539,-.019,-.014,2.214,2.189,.026,-.775,2.189,2.214,1,"01","SEILER, KAREN","FIND BOTTLES AND CANS"
25,6,2,2,1.702,.233,.617,.298,2.214,.164,2.051,-.337,2.433,-.055,2,"02","SEILER, KAREN","LOOK UP STRANGE ANIMAL OR PLANT"
